0.3235505882352941,
0.9956462352941172,0.3015152941176471,
0.999972941176471,0.9943502352941175,0.9998117647058828,0.9999952941176473,0.27962117647058826,
0.9992047058823537,0.9961517647058823,0.9997176470588236,0.9997082352941176,0.9997835294117645,0.9852941176470589,0.9632470588235296,0.29411764705882354,
0.9926470588235284,0.9929529411764705,0.9999529411764707,0.9855294117647058,0.9849176470588237,0.9849647058823532,0.9929411764705883,0.970729411764706,0.9856235294117647,0.8971529411764708,0.7352941176470589,
0.9998564705882353,0.9999741176470587,0.9853411764705884,0.9705882352941178,0.9999529411764707,0.9999529411764707,0.9996705882352943,0.9995764705882355,0.9850588235294119,0.9998588235294119,0.970635294117647,0.9853411764705884,0.9998588235294118,0.9999764705882351,0.9411529411764706,0.8823529411764706,0.8381411764705883,
0.9926470588235293,0.9962235294117645,0.9997647058823532,0.9850588235294119,0.9778823529411766,0.9852705882352942,0.9850823529411762,0.9999529411764707,0.19112941176470588,
0.998898235294118,0.9971470588235295,0.9852705882352942,0.9999058823529413,0.9937058823529414,0.9997411764705882,0.9952941176470588,0.9999529411764707,0.9926352941176471,0.9999529411764705,0.9853882352941176,0.911764705882353,0.4411764705882353,
0.9926941176470586,0.9998705882352935,0.9998870588235294,0.9998541176470588,0.9852705882352939,0.9852941176470589,0.9417835294117647,0.23524705882352942,
0.9998588235294118,0.997603411764706,0.9850823529411764,0.9851764705882353,0.9926564705882354,0.9998588235294119,0.981129411764706,0.9926117647058825,0.9851764705882352,0.9852000000000001,0.9998117647058824,0.9999529411764707,0.9852941176470589,0.9708705882352943,0.9850823529411764,0.970635294117647,0.9899764705882355,
0.999789294117647,0.9933702352941174,0.9999764705882354,0.9897882352941179,0.9998588235294119,0.9997411764705882,0.9973388235294118,0.9925647058823531,0.9999529411764707,0.9926823529411766,0.9700000000000001,0.9558823529411765,0.970494117647059,0.6027294117647058,
0.9999976470588238,0.9926705882352941,0.9998588235294116,0.9999529411764709,0.9926329411764707,0.9998588235294118,0.9999529411764707,0.9852705882352941,0.9852941176470589,0.9997411764705886,0.9999529411764705,0.9852000000000001,
0.9999882352941177,0.9970917647058823,0.9927294117647061,0.9852705882352941,0.9853176470588233,0.970635294117647,0.9999764705882352,0.999929411764706,0.9985882352941178,0.08818823529411765,
0.9962511764705885,0.9999388235294117,0.9999529411764705,0.9999011764705884,0.9999482352941177,0.9999529411764704,0.9853129411764705,0.9999294117647061,0.9997176470588236,0.9190329411764708,0.14705882352941177,
0.9999294117647052,0.9953727058823525,0.9999529411764707,0.9999529411764707,0.9999764705882354,0.9998070588235295,0.9999764705882354,0.9853364705882353,0.9999529411764707,0.9998352941176473,0.9853647058823531,0.8235764705882354,
0.9999764705882352,0.9985595294117644,0.999929411764706,0.9852941176470589,0.9926564705882354,0.9999529411764705,0.9999529411764705,0.9999529411764707,0.9926352941176472,0.9852705882352941,0.6837811764705884,
0.9892778823529417,0.9926470588235294,0.9793882352941178,0.9853882352941177,0.9995294117647061,0.99268,0.9851764705882352,0.9999529411764707,0.9850117647058824,0.9925858823529413,0.992023529411765,0.16171764705882352,
0.985341176470587,0.9926588235294107,0.9998588235294121,0.662,
0.9999999999999988,0.999847058823529,0.9851529411764708,0.9925294117647061,0.38225882352941176,
0.9999882352941165,0.999882352941176,0.9999905882352941,0.9999905882352941,0.985289411764706,0.9705882352941178,0.9705882352941178,0.9705882352941178,0.9999529411764707,0.9999764705882352,0.9999529411764707,0.9999529411764707,0.9999764705882354,0.8823529411764706,0.8823529411764706,0.3087764705882353,
0.9959423529411761,0.9999388235294119,0.9999435294117647,0.9999388235294117,0.9999011764705883,0.9997411764705882,0.9999529411764707,0.9996800000000001,0.8862305882352942,
0.9967529411764702,0.991929411764706,0.9838588235294118,0.9838588235294118,0.9780000000000001,0.9999764705882354,0.9894588235294118,0.983764705882353,0.9985176470588236,0.9999529411764707,0.9999529411764707,0.983764705882353,0.9984235294117647,0.9838588235294118,0.9469882352941177,0.8823529411764706,
0.9999999999999999,0.9998964705882348,0.9867122352941178,0.9927011764705882,0.9852658823529413,0.9852423529411766,0.970564705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9705411764705882,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9409882352941177,
0.9978498823529417,0.9999694117647064,0.9854352941176471,0.999915294117647,0.9998070588235295,0.99236,0.9337835294117647,0.29411764705882354,
1.0,0.9999976470588235,0.9999952941176471,0.9853835294117648,0.9852470588235296,0.9926352941176472,0.9852000000000001,0.970635294117647,0.9484470588235294,0.9705411764705882,0.9558823529411765,0.9558823529411765,0.7395294117647059,
0.9997647058823526,0.9959176470588231,0.9999764705882352,0.9854352941176471,0.9847764705882354,0.9997882352941174,0.9996470588235294,0.9996000000000002,0.9999529411764705,0.881764705882353,0.23524705882352942,
0.9961764705882351,0.995470588235294,0.9855294117647059,0.9997176470588238,0.9924000000000003,0.999929411764706,0.9982823529411766,0.9852000000000001,0.9849411764705882,0.3220470588235294,
0.9928235294117641,0.999434117647059,0.9856235294117647,0.9899529411764708,0.9986823529411767,0.9927058823529413,0.9999482352941177,0.6823505882352942,
0.9998805882352947,0.999989176470588,0.9924621176470587,0.9925858823529411,0.9880588235294119,0.9998400000000003,0.8661929411764706,
0.9999623529411769,0.9985517647058821,0.9928211764705882,0.9929152941176471,0.9927294117647061,0.9926117647058824,0.9984682352941177,0.9824,0.9924870588235295,0.8809176470588236,
0.9995209411764718,0.9994588235294117,0.9912082352941174,0.9886117647058826,0.9959035294117649,0.9926517647058826,0.9765882352941178,0.9411764705882354,0.22058823529411764,
