50745000000,50747000000,6217659576,0,227439987,0,0.0125
50773000000,51000000000,6221861800,1879,904773,0.1724,0.0125
50790000000,50929000000,6253958919,0,904811,0.09473,0.0125
50822000000,50823000000,6254868748,0,257338690,0,0.0125
50832000000,50900000000,6254639538,1889,1470434722,0.07104,0.0125
50843000000,50844000000,6254822775,1787,4820072706,0,0.006248
50887000000,50985000000,6254931781,63,1188882382,0,0.0125
50903000000,50968000000,6254932417,27,904979,0,0.0125
50919000000,51000000000,6254931781,48,6565528,0.06738,0.0125
50934000000,51000000000,6254932417,18,284757905,0.04675,0.0125
50948000000,51000000000,6183750753,14,207833112,0.0001841,0.0125
50988000000,50989000000,6254927725,0,288806454,0,6.247E-4
51000000000,51300000000,17109330,21,706377,0.1055,6.247E-4
51000000000,51300000000,752760242,31,227426679,0.2112,6.247E-4
51000000000,51300000000,1106173310,41,12977617,0.008255,6.247E-4
51000000000,51300000000,1412625411,91,376218267,0,6.247E-4
51000000000,51300000000,2024770216,6,6219933940,0.04004,6.247E-4
51000000000,51300000000,2509801309,0,1094366,0.01491,6.247E-4
51000000000,51300000000,3636560950,1,1268696,0.00275,6.247E-4
51000000000,51300000000,3760073532,1,3305996421,0.002686,6.247E-4
51000000000,51300000000,3860877046,4,3306027321,0.0001984,6.247E-4
51000000000,51300000000,3931543641,237,2359368952,0.0005388,6.247E-4
51000000000,51300000000,3936670257,232,345287259,0.0002861,6.247E-4
51000000000,51300000000,3996806186,42,38656163,0.25,6.247E-4
51000000000,51300000000,4047561214,77,336023614,0.0719,6.247E-4
51000000000,51300000000,4392480606,18,82732362,0,6.247E-4
51000000000,51300000000,4527720971,84,866723439,0.1543,6.247E-4
51000000000,51300000000,4751986813,70,3002041692,0.0006361,6.247E-4
51000000000,51300000000,4807759535,2,6570694,0.06348,6.247E-4
51000000000,51300000000,4811385404,32,294772487,0.04492,6.247E-4
51000000000,51300000000,4916863910,2,336021545,0.2632,6.247E-4
51000000000,51300000000,4952205202,103,451311257,0.0009842,6.247E-4
51000000000,51300000000,4963600277,8,3352022725,0,6.247E-4
51000000000,51300000000,5004831831,25,1676250332,0,6.247E-4
51000000000,51300000000,5063960317,139,63686378,0.01657,6.247E-4
51000000000,51300000000,5163940548,39,317302977,0.0103,6.247E-4
51000000000,51300000000,5251189610,51,759548018,0.002483,6.247E-4
51000000000,51300000000,5293529284,7,682243,0.02377,6.247E-4
51000000000,51300000000,5351216030,41,1303890,0.006866,6.247E-4
51000000000,51300000000,5352952734,38,660411,0.3301,6.247E-4
51000000000,51300000000,5412406508,60,4820373138,0.1141,6.247E-4
