0.45*0,0.3*0,0.15*1,0.1*6,0.045*3,0.015*354
0.45*0,0.3*0,0.15*0,0.1*2,0.045*120,0.015*242
0.45*0,0.3*0,0.15*0,0.1*50,0.045*127,0.015*211
0.45*0,0.3*2,0.15*3,0.1*140,0.045*63,0.015*229
0.45*0,0.3*4,0.15*17,0.1*196,0.045*81,0.015*141
0.45*0,0.3*9,0.15*5,0.1*41,0.045*123,0.015*214
0.45*0,0.3*1,0.15*4,0.1*174,0.045*74,0.015*148
0.45*0,0.3*4,0.15*1,0.1*75,0.045*84,0.015*214
0.45*0,0.3*4,0.15*17,0.1*165,0.045*68,0.015*122
0.45*0,0.3*5,0.15*38,0.1*73,0.045*180,0.015*158
0.45*0,0.3*2,0.15*7,0.1*183,0.045*47,0.015*138
0.45*0,0.3*1,0.15*3,0.1*106,0.045*104,0.015*153
0.45*0,0.3*1,0.15*0,0.1*132,0.045*113,0.015*145
0.45*0,0.3*2,0.15*40,0.1*74,0.045*132,0.015*126
0.45*0,0.3*1,0.15*3,0.1*163,0.045*52,0.015*147
0.45*0,0.3*0,0.15*0,0.1*156,0.045*114,0.015*111
0.45*0,0.3*0,0.15*0,0.1*18,0.045*15,0.015*357
0.45*0,0.3*0,0.15*0,0.1*37,0.045*16,0.015*323
0.45*0,0.3*71,0.15*0,0.1*49,0.045*17,0.015*146
0.45*0,0.3*0,0.15*0,0.1*89,0.045*166,0.015*118
0.45*0,0.3*0,0.15*0,0.1*249,0.045*77,0.015*38
0.45*0,0.3*0,0.15*0,0.1*325,0.045*13,0.015*53
0.45*0,0.3*0,0.15*0,0.1*103,0.045*55,0.015*204
0.45*0,0.3*0,0.15*0,0.1*169,0.045*117,0.015*94
0.45*0,0.3*0,0.15*1,0.1*112,0.045*168,0.015*93
0.45*0,0.3*0,0.15*0,0.1*78,0.045*161,0.015*117
0.45*0,0.3*0,0.15*2,0.1*69,0.045*85,0.015*214
0.45*0,0.3*0,0.15*1,0.1*70,0.045*115,0.015*189
0.45*0,0.3*0,0.15*0,0.1*132,0.045*110,0.015*146
0.45*0,0.3*0,0.15*23,0.1*42,0.045*129,0.015*174
0.45*0,0.3*0,0.15*35,0.1*208,0.045*12,0.015*121
0.45*0,0.3*0,0.15*18,0.1*127,0.045*122,0.015*99
0.45*0,0.3*0,0.15*0,0.1*121,0.045*94,0.015*144
0.45*0,0.3*0,0.15*0,0.1*346,0.045*1,0.015*13
0.45*0,0.3*0,0.15*0,0.1*15,0.045*4,0.015*338
0.45*0,0.3*0,0.15*0,0.1*10,0.045*197,0.015*159
0.45*0,0.3*0,0.15*0,0.1*280,0.045*13,0.015*88
0.45*0,0.3*0,0.15*0,0.1*7,0.045*297,0.015*93
0.45*0,0.3*0,0.15*4,0.1*218,0.045*30,0.015*102
0.45*0,0.3*0,0.15*1,0.1*174,0.045*119,0.015*118
0.45*0,0.3*0,0.15*3,0.1*197,0.045*95,0.015*109
0.45*0,0.3*0,0.15*7,0.1*95,0.045*154,0.015*117
0.45*0,0.3*0,0.15*3,0.1*195,0.045*85,0.015*93
0.45*0,0.3*33,0.15*2,0.1*53,0.045*88,0.015*202
0.45*0,0.3*4,0.15*20,0.1*95,0.045*101,0.015*204
0.45*0,0.3*2,0.15*0,0.1*179,0.045*49,0.015*144
0.45*0,0.3*3,0.15*3,0.1*132,0.045*94,0.015*134
0.45*0,0.3*2,0.15*3,0.1*69,0.045*215,0.015*85
0.45*0,0.3*2,0.15*5,0.1*98,0.045*64,0.015*199
0.45*0,0.3*2,0.15*1,0.1*82,0.045*182,0.015*103
0.45*0,0.3*0,0.15*1,0.1*149,0.045*75,0.015*253
0.45*0,0.3*0,0.15*4,0.1*100,0.045*123,0.015*156
0.45*0,0.3*0,0.15*1,0.1*37,0.045*73,0.015*277
0.45*0,0.3*0,0.15*2,0.1*122,0.045*47,0.015*213
0.45*0,0.3*0,0.15*0,0.1*167,0.045*129,0.015*108
