50700000000,22,959.0687195209944,975.9474464010541
51000000000,292,10745.474951835993,5302.221710501063
51300000000,394,10843.241325035993,5322.439193801058
51600000000,378,10843.733575135988,5324.063696501052
51900000000,405,10867.835751635994,5346.705569401048
52200000000,398,10875.055593206,5361.049039501054
52500000000,402,10877.039571306013,5360.898435201061
52800000000,398,10896.504144806013,5377.024557101072
53100000000,372,10886.342833896002,5376.00865910107
53400000000,361,10899.842856595995,5389.382986801068
53700000000,376,10871.538964615995,5376.075523101072
54000000000,388,10872.630846015993,5375.4984827010685
54300000000,390,10877.260404396005,5377.868279801056
54600000000,405,10875.878912395998,5377.410717001057
54900000000,398,10881.426100253995,5380.784471401058
55200000000,416,10883.380809753993,5378.063321401057
55500000000,422,10870.055412336002,5375.291022001061
55800000000,407,10868.641685236003,5374.55578730105
56100000000,366,10855.05921974599,5362.981343501039
56400000000,372,10849.497310695984,5363.661304601051
56700000000,376,10856.320450395986,5367.635625401064
57000000000,391,10840.70978854599,5364.38225550106
57300000000,399,10871.956180925996,5388.410205501064
57600000000,389,10853.052011895996,5366.381035101059
57900000000,375,10845.980270095997,5364.807243401054
58200000000,368,10850.590969346007,5367.014136501074
58500000000,412,10854.137057146005,5367.630551101076
58800000000,392,10889.214169935998,5370.286168801053
59100000000,403,10964.72298102599,5455.529523301061
59400000000,377,10965.153714325988,5446.964367801072
59700000000,335,10985.672633835991,5457.600207701064
60000000000,418,11005.707012366,5470.500946301065
60300000000,406,10993.870822756013,5467.343704201067
60600000000,415,10971.307350726001,5448.480427501073
60900000000,361,10954.769523415991,5439.475404301101
61200000000,421,10972.432858445993,5442.389652001101
61500000000,362,10974.995086195997,5440.526393201057
61800000000,395,10986.339355295999,5449.040838601067
62100000000,408,10992.481104836006,5454.177885401093
62400000000,392,10978.526958036002,5408.229755101101
62700000000,380,11218.296843076001,5695.886077101058
63000000000,387,11174.824111276015,5662.371242901049
63300000000,376,11163.271791816025,5654.27599220106
63600000000,416,11274.071702546007,5673.810728601066
63900000000,373,11262.768564405995,5671.823976501067
64200000000,395,11277.185773405996,5677.615782601062
64500000000,387,11279.34221322599,5664.191330101067
64800000000,401,11271.720295905989,5657.054178801056
65100000000,399,11293.603208705992,5668.224881401061
65400000000,399,11294.137816155988,5667.692362801061
65700000000,416,11291.299739955979,5665.542079601046
66000000000,413,11301.653267865993,5907.307398301044
66300000000,400,11305.93277056599,5908.997842301049
66600000000,396,11308.148924165991,5908.158158901047
66900000000,366,11302.139455365997,5902.488894901047
67200000000,371,11302.409686674,5907.435146301049
67500000000,369,11295.28563667401,5905.475165401053
67800000000,403,11301.755992866005,5908.616739601052
68100000000,393,11285.211516596006,5903.051967001052
68400000000,414,11296.795031396003,5907.443606901057
68700000000,390,11243.702805745992,5895.872459401059
69000000000,365,11281.653306076,5914.269286001056
69300000000,381,11272.656231705998,5904.497759601052
69600000000,386,11275.211870326017,5904.993060201047
69900000000,371,11247.562885926027,5897.719256901055
70200000000,399,11271.044301406015,5905.559895201053
70500000000,362,11262.308103726009,5899.75306960105
70800000000,420,11279.936570826007,5909.188549901054
71100000000,403,11282.52152262601,5905.40887300105
71400000000,412,11275.332345906005,5902.0692084010525
71700000000,419,11275.790360736008,5904.756870401058
72000000000,413,11269.480493646015,5901.184259401058
72300000000,401,11244.669839296004,5882.495159301071
72600000000,417,11262.723984296,5888.24666340107
72900000000,382,11251.670502106,5882.912642901053
73200000000,413,11307.672305805994,5899.0742444010475
73500000000,397,11307.050334856,5901.808352601048
73800000000,411,11308.80275485599,5900.783200601051
74100000000,405,11204.215733755984,5914.267984601065
74400000000,410,11313.593327005989,5930.661953801073
74700000000,426,11315.510189435983,5934.569684401063
75000000000,379,11303.807948405994,5930.04362430106
75300000000,389,11306.920886936014,5929.564816301059
75600000000,410,11307.638344876012,5931.11160840107
75900000000,397,11297.50388880601,5926.24682970106
76200000000,403,11287.111966036007,5926.520158101048
76500000000,415,11295.957255935993,5929.6769602010545
76800000000,395,11291.115619405995,5928.782236001058
77100000000,378,11289.47904130599,5929.720985301058
77400000000,412,11293.527818355995,5936.913002801058
77700000000,391,11274.089886005999,5931.104320801052
78000000000,392,11280.590763575992,5938.450188301057
78300000000,395,11285.15760317599,5939.05484160106
78600000000,412,11304.322650515996,5942.253235701048
78900000000,374,11291.233966066005,5933.498981601054
79200000000,391,11285.904619166,5931.475959301064
79500000000,409,11295.952223215994,5937.694865301055
79800000000,415,11317.134283365987,5950.857060701056
80100000000,409,11279.547950065988,5928.553468701054
80400000000,365,11268.49808720599,5924.328674701051
80700000000,407,11271.723304055991,5923.075701301054
81000000000,394,11273.951099855998,5926.440140001058
81300000000,405,11282.229302736008,5930.031900701062
81600000000,383,11269.501053736,5920.829415301049
81900000000,406,11271.186681905998,5920.006712001032
82200000000,387,11268.196171225993,5917.586232001048
82500000000,392,11270.629944025986,5918.940464001053
82800000000,403,11284.218971275985,5928.478179501051
83100000000,409,11280.198107486003,5930.665185801062
83400000000,410,11271.423777276,5932.397760801058
83700000000,380,11265.703165076002,5930.5971429010615
84000000000,375,11264.837233675995,5925.7532861010595
84300000000,389,11281.567350165999,5930.096190401056
84600000000,364,11354.970576666006,5942.097615801056
84900000000,376,11251.115393307993,5928.433260201056
85200000000,371,11266.178381797996,5911.73796370106
85500000000,396,11267.390586995998,5910.918956801059
85800000000,409,11291.993539845993,5916.403373301051
86100000000,412,11321.446287906003,5929.580294401051
86400000000,401,11289.432428385995,5918.015030501065
86700000000,384,11286.734527685994,5914.144065601059
87000000000,373,11286.586740905997,5909.506689501053
87300000000,389,11281.368924105982,5912.764381101049
87600000000,392,11286.644272305986,5916.39181780105
87900000000,374,11274.221747395986,5916.940106801049
