6249832520,1(44*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(37*0.15).0(;).1(90*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(98*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(127*0.15).0(;).1(56*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(186*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(60*0.1).0(;).0(;).0(;).0(;).1(97*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(143*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(53*0.1).1(177*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(2*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(150*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(64*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(137*0.1).0(;).0(;).0(;).0(;).0(;).1(67*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(193*0.1).0(;).1(66*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(174*0.1).0(;).0(;).0(;).0(;).0(;).1(29*0.1).0(;).0(;).0(;).0(;).1(16*0.1).0(;).0(;).0(;).0(;).0(;).1(15*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6254822694,1(9*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6183750753,0(;).1(63*0.15).0(;).0(;).0(;).0(;).0(;).0(;).1(72*0.15).0(;).1(59*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(24*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(35*0.15).0(;).0(;).0(;).0(;).1(97*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(77*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(86*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(101*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(40*0.15).0(;).0(;).0(;).0(;).0(;).1(27*0.15).0(;).0(;).0(;).0(;).0(;).1(63*0.15).0(;).0(;).0(;).0(;).0(;).2(53*0.15;0*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(30*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(50*0.1).0(;).1(67*0.15).0(;).0(;).1(101*0.15).0(;).0(;).0(;).1(67*0.15).1(37*0.1).1(31*0.15).0(;).0(;).1(34*0.15).0(;).1(14*0.15).0(;).0(;).1(93*0.15).0(;).0(;).1(32*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(84*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(28*0.15).0(;).0(;).0(;).1(6*0.15).0(;).1(73*0.15).0(;).0(;).0(;).0(;).1(18*0.15).0(;).0(;).1(9*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(80*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(44*0.1).0(;).0(;).1(78*0.1).0(;).0(;).0(;).2(85*0.1;46*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(77*0.15).0(;).0(;).0(;).0(;).0(;).1(29*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(75*0.15).0(;).0(;).0(;).1(3*0.15).0(;).1(96*0.15).0(;).0(;).1(76*0.15).0(;).0(;).0(;).0(;).0(;).1(59*0.15).0(;).1(41*0.15).1(28*0.15).0(;).0(;).0(;).1(11*0.15).0(;).2(42*0.1;42*0.15).0(;).2(46*0.15;12*0.15).0(;).1(46*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(41*0.15).1(34*0.15).0(;).0(;).1(30*0.15),
6254455788,0(;).0(;).0(;).1(581*0.1).1(998*0.1).1(417*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6254584038,0(;).0(;).0(;).1(36*0.1).0(;).0(;).0(;).0(;).1(452*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6254628452,0(;).0(;).0(;).1(16*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(41*0.1).0(;).0(;).0(;).1(96*0.1).0(;).0(;).0(;).0(;).0(;).0(;).1(164*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6254639538,0(;).0(;).0(;).2(753*0.1;1748*0.1).0(;).2(593*0.1;1588*0.1).1(1502*0.1).1(1829*0.1).0(;).3(392*0.1;1388*0.1;1365*0.1).2(376*0.1;1371*0.1).2(408*0.1;1403*0.1).2(756*0.1;1753*0.1).2(726*0.1;1723*0.1).1(1338*0.1).1(1893*0.1).2(415*0.1;1410*0.1).0(;).2(317*0.1;1313*0.1).0(;).2(778*0.1;1773*0.1).2(627*0.1;1622*0.1).2(341*0.1;1336*0.1).2(572*0.1;1567*0.1).2(833*0.1;1829*0.1).2(609*0.1;1605*0.1).2(150*0.1;1145*0.1).0(;).0(;).0(;).0(;).3(902*0.15;1897*0.15;1429*0.1).0(;).2(1020*0.1;1924*0.1).0(;).0(;).1(82*0.1).3(865*0.1;1671*0.1;437*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6254816821,0(;).0(;).0(;).1(438*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6254869357,0(;).0(;).0(;).9(574*0.1;1568*0.1;2563*0.1;3558*0.1;4553*0.1;5548*0.1;6543*0.1;7538*0.1;8532*0.1).0(;).2(4962*0.1;3875*0.1).1(4273*0.3).1(8359*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;),
6221861800,0(;).0(;).0(;).1(4391*0.1).0(;).1(6936*0.1).0(;).0(;).0(;).1(4391*0.1).1(13677*0.1).0(;).0(;).0(;).3(12*0.15;1007*0.15;14326*0.1).0(;).0(;).0(;).0(;).3(432*0.3;1428*0.3;2423*0.3).0(;).0(;).23(379*0.1;1374*0.1;2370*0.1;3365*0.1;4360*0.1;5354*0.1;6349*0.1;7344*0.1;8339*0.1;9334*0.1;10330*0.1;11325*0.1;12320*0.1;13316*0.1;14311*0.1;15306*0.1;16301*0.1;17296*0.1;18291*0.1;19286*0.1;1713*0.1;11243*0.1;16668*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(544*0.15).0(;).0(;).0(;).0(;).0(;).0(;).2(733*0.1;1729*0.1).0(;).0(;).2(1198*0.1;11634*0.1).0(;).0(;).0(;).1(12088*0.1).1(3509*0.15).0(;).0(;).0(;).0(;).0(;).2(11216*0.1;19297*0.1).4(498*0.1;1493*0.1;2489*0.1;3484*0.1).0(;).1(4391*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(4391*0.1).0(;).2(4391*0.1;3425*0.1).1(7002*0.1).4(17478*0.1;12064*0.1;2264*0.1;4409*0.1).1(2792*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).2(4391*0.1;4391*0.1).0(;).0(;).0(;).1(19041*0.1).1(4391*0.1).0(;).12(365*0.1;1361*0.1;2356*0.1;3351*0.1;4347*0.1;5343*0.1;6339*0.1;7334*0.1;8329*0.1;9325*0.1;10320*0.1;11315*0.1).1(4391*0.1).6(790*0.15;1787*0.15;2783*0.15;3778*0.15;4775*0.15;5772*0.15).0(;).0(;).1(11077*0.1).9(241*0.15;1234*0.15;2228*0.15;3224*0.15;4220*0.15;5213*0.15;6209*0.15;7205*0.15;4391*0.1).0(;).1(4391*0.1).0(;).0(;).0(;).0(;).0(;).0(;).20(858*0.1;1854*0.1;2850*0.1;3847*0.1;4841*0.1;5836*0.1;6831*0.1;7827*0.1;8822*0.1;9818*0.1;10814*0.1;11809*0.1;12804*0.1;13799*0.1;14796*0.1;15791*0.1;16786*0.1;17782*0.1;18777*0.1;19772*0.1).1(11453*0.1).1(4391*0.1).0(;).0(;).0(;).2(19418*0.1;6442*0.1).0(;).0(;).0(;).0(;).2(359*0.3;1354*0.3).0(;).1(4391*0.1).1(4391*0.1).0(;).0(;).2(4391*0.1;18433*0.1).0(;).0(;).0(;).0(;).0(;).1(4391*0.1).0(;).1(3644*0.1).0(;).0(;).0(;).1(4188*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(18761*0.1).0(;).1(5788*0.1).0(;).0(;).0(;).1(9030*0.3).0(;).2(13011*0.1;19131*0.1).0(;).3(149*0.3;16987*0.1;1923*0.1).2(16653*0.1;9146*0.1).0(;).1(19742*0.1).2(8579*0.1;16400*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).3(8248*0.1;15504*0.1;16076*0.1).0(;).0(;).1(6022*0.1).1(1778*0.1).0(;).1(203*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(14263*0.1).1(17*0.15).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(4391*0.1).0(;).2(4391*0.1;4391*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(4391*0.1).0(;).0(;).1(4391*0.1).0(;).0(;).0(;).0(;).1(4391*0.1).0(;).0(;).0(;).2(4391*0.1;4391*0.1).0(;).1(4391*0.1).0(;).1(4391*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(4391*0.1).1(4391*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(4391*0.1).0(;).0(;).0(;).0(;).0(;).0(;).0(;).1(4391*0.1).0(;).1(4391*0.1).1(4391*0.1).0(;).1(4391*0.1).1(4391*0.1).0(;).0(;).1(4391*0.1).0(;).0(;).2(4391*0.1;4391*0.1).1(4391*0.1).0(;).0(;).0(;).0(;).1(4391*0.1).0(;),
