50740000000,51000000000,6249832520,44,563603122,0.07349,0.0625
50815000000,50830000000,6254822694,9,6564578,0.00666,0.06873
50880000000,51000000000,5822896270,33,381378,0.07068,0.05627
50958000000,50959000000,6254921876,442,294901605,0,0.05627
51127000000,51300000000,6254583304,19,3812918283,0.0636,0.05627
51233000000,51300000000,6183750753,63,4469979560,0,0.125
51256000000,51258000000,6254869357,8535,3890240356,0,0.03748
51284000000,51285000000,6252358260,1913,348646479,0,0.01572
51300000000,51600000000,6111532855,19,351662111,0.001972,0.03125
51300000000,51600000000,6125412632,13,1436304289,0.002319,0.03125
51300000000,51600000000,6127639616,4,2260646023,0.04559,0.03125
51300000000,51600000000,6167726027,8,257501970,0.09302,0.03125
51300000000,51600000000,6182081479,180,3772503877,0.0008068,0.03125
51300000000,51600000000,6191358547,11,1629639482,0.0459,0.03125
51300000000,51600000000,6207106836,0,7819712,0.1375,0.03125
51300000000,51600000000,6210686428,14,567756,0.05188,0.03125
51300000000,51600000000,6217823411,36,2596402168,0.1292,0.03125
51300000000,51600000000,6220082955,4,6566776,0.01657,0.03125
51300000000,51600000000,6221861800,808,973193147,0.002781,0.03125
51300000000,51600000000,6221861800,1801,2797029860,0.007339,0.03125
51300000000,51600000000,6221861800,2798,257388799,0.001661,0.03125
51300000000,51600000000,6221861800,3792,257338510,0.0005732,0.03125
51300000000,51600000000,6221861800,4786,1304089,0.0004616,0.03125
51300000000,51600000000,6254693397,2,268222026,0.3237,0.03125
51300000000,51600000000,6254863748,5,6640669,0.0006361,0.03125
51300000000,51600000000,6254869357,806,1188882382,0.1458,0.03125
51300000000,51600000000,6254869357,1803,1332262,0.06555,0.03748
51300000000,51600000000,6254869357,2800,16917219,0.239,0.03748
51300000000,51600000000,6254869357,3798,1270809,0.219,0.03748
51300000000,51600000000,6254869357,4794,431071265,0.06519,0.03748
51300000000,51600000000,6254869357,5790,1436368436,0.09424,0.03748
51300000000,51600000000,6254869357,6787,1436793141,0.1519,0.03748
51300000000,51425000000,6254869357,7783,1726343696,0.1938,0.03748
51300000000,51600000000,6254869357,8785,38650876,0.09741,0.03748
51300000000,51600000000,6254869357,9783,257347033,0.2278,0.03748
51373000000,51600000000,6254947034,10,6639235,0.1951,0.01572
51400000000,51414000000,6221861800,10213,431072637,0.007423,0.03748
51427000000,51429000000,6254869357,8846,10471702,0,0.03748
51454000000,51470000000,6254869357,9324,16909011,0.05634,0.03748
51489000000,51505000000,6254869357,9680,2347177550,0,0.03748
51600000000,51900000000,5499403765,94,38719171,0.0001545,0.03125
51600000000,51900000000,5544436431,99,4802842149,0.457,0.03125
51600000000,51900000000,5633011919,22,4820253490,0.05029,0.03125
51600000000,51900000000,5726057803,4,38644181,0.04224,0.03125
51600000000,51900000000,5850685286,38,1270700,0.1433,0.03125
51600000000,51900000000,5905890696,1,4820093536,0.1311,0.03125
51600000000,51900000000,5984978951,41,4413644235,0.04651,0.03125
51600000000,51900000000,6000622646,31,4154190975,0.1257,0.03125
51600000000,51900000000,6127602804,4,2340247,0.06555,0.03125
51600000000,51900000000,6134342782,0,4132907989,0,0.03125
51600000000,51900000000,6184113978,4,6608653,0.001099,0.03125
51600000000,51900000000,6207099795,42,7811180,0.06274,0.03125
51600000000,51900000000,6214218030,24,3312804711,0.002769,0.03125
51600000000,51900000000,6221861800,271,4820139883,0.0008326,0.03125
