50700,4665896876(0:1;),192299653(),1836173247(),2437926070(),2902878525(),2902878580(),3244832720(),3996125377(),3998352223(),4028922835(),4476805516(),4665617026(),4665712499(),4665891113(),4665892165(),4665897416(),4665897969(),4665903885(),4765556460(),4811385025(),4857080139(),4857081234(),4857082814(),4861489847(),4962227484(),4974633892(),4974634423(),4974635509(),4974635914(),4974636262(),4974636615(),4974637317(),4974637670(),4974638024(),4974639465(),4974639809(),4974641217(),4974641577(),4974641942(),5022579678(),5310996749(),5351575862(),5402488769(),5456887674(),5456984290(),5494054149(),5544435560(),5567180387(),5576569593(),5633031188(),5664371117(),5844816811(),5889934721(),5912313637(),5921809619(),5950686756(),5950830609(),5960925264(),5966089485(),6000618870(),6114773114(),6119300167(),6133390513(),6133391745(),6176114691(),6176858948(),6176871439(),6183975952(),6184860354(),6184995193(),6186120532(),6186409027(),6186409254(),6206862915(),6206866677(),6206868490(),6207115053(),6219557576(),6225099547(),6233284111(),6236788405(),6238340468(),6238835298(),6238835525(),6238836357(),6238837081(),6238837822(),6238838528(),6238839290(),6238840043(),6238841354(),6238842108(),6238842343(),6238843128(),6238843875(),6238844615(),6239416246(),6239580865(),6240256777(),6240926079(),6254115034(),
54000,4665896876(0:3;18:1;),192299653(0:2;),1836173247(0:1;),2437926070(0:1;),2902878525(0:3;),2902878580(0:8;1:12;),3244832720(1:1;),3996125377(1:2;),3998352223(1:2;),4028922835(1:3;2:7;),4476805516(2:5;),4665617026(2:1;3:3;),4665712499(3:8;),4665891113(3:2;4:4;),4665892165(4:5;),4665897416(4:3;),4665897969(4:1;),4665903885(5:4;),4765556460(5:2;6:4;),4811385025(6:2;),4857080139(7:2;),4857081234(7:3;),4857082814(7:1;8:2;),4861489847(8:1;),4962227484(8:1;),4974633892(8:2;),4974634423(9:1;),4974635509(9:2;),4974635914(9:2;),4974636262(9:1;),4974636615(10:2;),4974637317(10:2;),4974637670(10:1;),4974638024(10:1;11:1;),4974639465(11:2;),4974639809(11:1;),4974641217(11:2;),4974641577(12:2;),4974641942(12:1;),5022579678(12:1;),5310996749(12:1;),5351575862(12:1;),5402488769(5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:4;19:3;),5456887674(19:2;),5456984290(19:3;),5494054149(20:1;),5544435560(20:2;),5567180387(20:1;),5576569593(20:1;),5633031188(20:3;21:1;),5664371117(21:4;),5844816811(21:1;),5889934721(21:2;22:1;),5912313637(22:2;),5921809619(22:2;),5950686756(22:1;),5950830609(22:1;),5960925264(2:1;),5966089485(3:1;4:1;),6000618870(22:1;),6114773114(0:1;1:2;19:2;20:2;21:2;22:2;),6119300167(23:2;),6133390513(23:2;),6133391745(23:3;),6176114691(23:1;),6176858948(23:15;),6176871439(23:8;24:8;),6183975952(24:1;),6184860354(24:2;),6184995193(24:2;),6186120532(24:5;),6186409027(24:1;),6186409254(24:2;),6206862915(24:4;),6206866677(24:1;),6206868490(24:1;),6207115053(24:1;),6219557576(18:1;23:1;),6225099547(24:5;25:17;),6233284111(25:2;),6236788405(24:1;25:1;),6238340468(13:6;14:6;15:1;25:2;),6238835298(15:1;),6238835525(15:1;),6238836357(15:1;),6238837081(15:1;),6238837822(15:1;),6238838528(16:1;),6238839290(16:1;),6238840043(16:1;),6238841354(16:1;),6238842108(16:1;),6238842343(16:1;17:1;),6238843128(17:1;),6238843875(17:1;),6238844615(17:1;),6239416246(17:1;),6239580865(17:1;),6240256777(18:1;),6240926079(18:1;),6254115034(0:2;),
54300,4665896876(0:1;13:1;14:1;),192299653(14:2;),1836173247(14:2;),2437926070(14:1;),2902878525(14:3;),2902878580(14:8;15:12;),3244832720(15:2;),3996125377(15:2;),3998352223(15:2;),4028922835(15:10;),4476805516(15:5;),4665617026(16:5;),4665712499(16:8;),4665891113(16:6;),4665892165(16:5;),4665897416(16:3;),4665897969(16:1;),4665903885(16:5;),4765556460(17:6;),4811385025(17:1;),4857080139(17:3;),4857081234(17:2;),4857082814(17:3;),4861489847(17:1;),4962227484(17:1;),4974633892(17:2;),4974634423(17:2;),4974635509(17:1;),4974635914(17:2;),4974636262(0:1;17:1;),4974636615(0:1;),4974637317(0:2;),4974637670(0:2;),4974638024(0:1;),4974639465(0:2;),4974639809(0:1;),4974641217(0:2;),4974641577(0:2;),4974641942(0:1;),5022579678(0:2;),5310996749(0:1;),5351575862(1:1;),5402488769(1:19;2:1;),5456887674(2:2;),5456984290(2:3;),5494054149(2:2;),5544435560(2:2;),5567180387(6:1;),5576569593(6:1;),5633031188(6:2;7:2;),5664371117(7:4;),5844816811(7:1;),5889934721(8:4;),5912313637(8:2;),5921809619(8:1;9:1;),5950686756(9:1;),5950830609(9:1;),5960925264(2:1;),5966089485(3:1;4:1;),6000618870(1:1;5:1;),6114773114(9:8;10:2;),6119300167(10:1;),6133390513(10:3;),6133391745(10:2;),6176114691(10:2;),6176858948(5:1;10:1;11:1;12:12;),6176871439(12:2;13:14;),6183975952(13:1;),6184860354(13:2;),6184995193(13:1;),6186120532(13:4;14:1;),6186409027(14:1;),6186409254(14:3;),6206862915(14:3;),6206866677(14:1;),6206868490(14:1;),6207115053(14:1;),6219557576(10:1;17:1;),6225099547(7:1;8:1;10:2;11:13;12:5;),6233284111(17:2;),6236788405(2:1;),6238340468(2:2;3:13;4:2;),6238835298(4:1;),6238835525(4:1;),6238836357(4:1;),6238837081(4:1;),6238837822(4:1;),6238838528(4:2;),6238839290(4:1;),6238840043(4:1;),6238841354(4:1;),6238842108(4:1;),6238842343(5:1;),6238843128(5:1;),6238843875(5:1;),6238844615(5:1;),6239416246(5:1;),6239580865(5:1;),6240256777(6:2;),6240926079(6:1;),6254115034(0:2;),
54600,4665896876(0:4;),192299653(1:1;9:1;),1836173247(9:1;),2437926070(10:1;),2902878525(10:1;11:2;),2902878580(12:2;13:2;14:2;15:14;),3244832720(16:1;),3996125377(0:1;),3998352223(0:1;),4028922835(0:10;),4476805516(0:2;1:3;),4665617026(1:4;),4665712499(1:8;),4665891113(1:5;2:1;),4665892165(2:5;),4665897416(2:3;),4665897969(2:1;),4665903885(2:3;3:1;18:1;),4765556460(3:6;),4811385025(3:1;),4857080139(3:3;),4857081234(3:2;),4857082814(4:3;),4861489847(4:1;),4962227484(4:1;),4974633892(4:2;),4974634423(4:2;),4974635509(4:1;),4974635914(4:2;),4974636262(4:1;5:1;),4974636615(5:1;),4974637317(5:2;),4974637670(5:2;),4974638024(6:1;),4974639465(6:2;),4974639809(6:2;),4974641217(6:1;),4974641577(7:2;),4974641942(7:2;),5022579678(7:1;),5310996749(7:1;),5351575862(8:1;),5402488769(8:4;18:3;20:13;),5456887674(20:1;),5456984290(20:2;),5494054149(20:2;),5544435560(2:1;3:1;4:1;),5567180387(19:1;),5576569593(19:1;),5633031188(0:1;15:1;16:1;17:1;),5664371117(18:4;),5844816811(18:1;),5889934721(18:4;),5912313637(18:2;),5921809619(18:1;20:2;),5950686756(20:1;),5950830609(20:1;),5960925264(2:1;),5966089485(3:1;4:1;),6000618870(5:1;6:1;),6114773114(18:11;),6119300167(18:2;),6133390513(19:2;),6133391745(19:3;),6176114691(19:1;),6176858948(5:1;6:1;7:1;8:1;16:11;19:1;),6176871439(16:8;17:8;),6183975952(17:2;),6184860354(17:1;),6184995193(17:1;),6186120532(17:5;),6186409027(17:1;),6186409254(17:2;),6206862915(17:2;18:1;),6206866677(18:2;),6206868490(18:1;),6207115053(18:1;),6219557576(7:1;8:1;),6225099547(19:22;),6233284111(19:3;),6236788405(19:1;),6238340468(8:1;9:6;10:6;11:6;),6238835298(12:1;),6238835525(12:1;),6238836357(12:1;),6238837081(12:1;),6238837822(12:1;),6238838528(12:1;),6238839290(13:1;),6238840043(13:1;),6238841354(13:1;),6238842108(13:1;),6238842343(13:1;),6238843128(13:1;),6238843875(14:1;),6238844615(14:1;),6239416246(14:1;),6239580865(14:2;16:1;),6240256777(14:1;),6240926079(15:1;),6254115034(0:2;),
54900,4665896876(0:1;1:1;2:1;),192299653(7:1;10:1;),1836173247(10:2;),2437926070(10:1;),2902878525(10:3;),2902878580(10:10;11:10;),3244832720(11:2;),3996125377(11:2;),3998352223(11:2;),4028922835(11:1;12:9;),4476805516(12:5;),4665617026(12:3;13:1;),4665712499(13:8;),4665891113(13:6;),4665892165(13:2;14:3;),4665897416(14:3;),4665897969(14:1;),4665903885(14:4;),4765556460(14:6;),4811385025(15:2;),4857080139(15:3;),4857081234(15:2;),4857082814(15:3;),4861489847(15:1;),4962227484(15:1;),4974633892(15:2;),4974634423(15:2;),4974635509(15:1;),4974635914(16:2;),4974636262(16:2;),4974636615(16:1;),4974637317(16:2;),4974637670(16:2;),4974638024(16:1;),4974639465(16:2;),4974639809(16:2;),4974641217(16:1;),4974641577(16:2;),4974641942(17:2;),5022579678(17:1;),5310996749(17:1;),5351575862(3:1;),5402488769(4:1;5:14;8:4;9:2;),5456887674(5:1;),5456984290(6:2;),5494054149(6:1;8:1;),5544435560(3:1;4:1;),5567180387(6:1;),5576569593(6:1;),5633031188(6:1;7:3;),5664371117(7:4;),5844816811(8:1;),5889934721(8:4;),5912313637(9:2;),5921809619(9:2;),5950686756(9:1;),5950830609(9:1;),5960925264(9:1;),5966089485(9:2;),6000618870(9:1;),6114773114(9:1;18:10;),6119300167(18:1;),6133390513(18:3;),6133391745(19:2;),6176114691(19:2;),6176858948(9:1;17:14;),6176871439(17:3;18:13;),6183975952(0:1;),6184860354(0:1;),6184995193(0:1;),6186120532(0:5;),6186409027(0:1;),6186409254(0:1;1:2;),6206862915(1:3;),6206866677(1:1;),6206868490(1:1;),6207115053(1:1;),6219557576(1:2;),6225099547(19:22;),6233284111(19:3;),6236788405(19:1;),6238340468(2:11;3:13;4:4;19:1;),6238835298(4:1;),6238835525(4:1;),6238836357(4:1;),6238837081(4:1;),6238837822(4:1;),6238838528(4:1;),6238839290(4:1;),6238840043(4:1;),6238841354(4:1;),6238842108(5:1;),6238842343(5:1;),6238843128(5:1;),6238843875(5:1;),6238844615(5:1;),6239416246(5:1;),6239580865(6:2;),6240256777(6:1;),6240926079(6:1;),6254115034(2:2;),
55200,4665896876(0:3;),192299653(0:2;),1836173247(0:1;),2437926070(0:1;),2902878525(0:4;),2902878580(0:5;1:14;),3244832720(1:2;),3996125377(1:1;),3998352223(5:1;),4028922835(6:2;7:2;8:2;9:2;10:2;),4476805516(1:4;2:1;),4665617026(2:4;),4665712499(2:8;),4665891113(3:6;),4665892165(3:5;),4665897416(3:2;4:1;),4665897969(4:2;),4665903885(4:4;),4765556460(4:6;5:1;),4811385025(5:1;),4857080139(5:3;),4857081234(5:1;6:1;),4857082814(6:3;),4861489847(6:1;),4962227484(6:1;7:1;),4974633892(7:1;),4974634423(7:2;),4974635509(7:2;),4974635914(8:1;),4974636262(8:2;),4974636615(8:2;),4974637317(8:1;),4974637670(9:2;),4974638024(9:2;),4974639465(9:1;),4974639809(9:1;10:1;),4974641217(10:2;),4974641577(10:1;),4974641942(10:2;),5022579678(11:1;),5310996749(11:1;),5351575862(11:1;),5402488769(3:10;4:8;11:3;),5456887674(4:2;),5456984290(21:2;),5494054149(22:1;),5544435560(22:3;),5567180387(21:2;),5576569593(21:1;),5633031188(21:4;),5664371117(1:1;2:1;22:2;),5844816811(12:2;),5889934721(12:4;),5912313637(13:2;),5921809619(13:3;),5950686756(13:1;),5950830609(14:2;),5960925264(2:1;),5966089485(3:1;4:1;),6000618870(5:1;14:1;21:1;),6114773114(0:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;),6119300167(15:1;16:1;),6133390513(17:1;18:1;),6133391745(19:1;20:1;22:1;),6176114691(22:1;),6176858948(22:6;23:10;),6176871439(11:2;12:2;13:2;14:2;15:2;23:5;),6183975952(16:2;),6184860354(17:1;),6184995193(17:1;18:1;),6186120532(18:1;19:2;20:2;),6186409027(21:1;),6186409254(22:2;),6206862915(22:3;),6206866677(22:1;),6206868490(22:1;),6207115053(22:1;),6219557576(14:2;),6225099547(23:18;24:4;),6233284111(24:3;),6236788405(24:2;),6238340468(14:1;15:6;16:6;17:5;24:1;),6238835298(17:1;),6238835525(18:1;),6238836357(18:1;),6238837081(18:1;),6238837822(18:1;),6238838528(18:1;),6238839290(18:1;),6238840043(19:1;),6238841354(19:2;),6238842108(19:1;),6238842343(19:1;),6238843128(19:1;),6238843875(20:1;),6238844615(20:1;),6239416246(20:1;),6239580865(0:1;20:1;),6240256777(20:1;),6240926079(20:1;),6254115034(0:2;),
55500,4665896876(0:4;),192299653(19:1;20:1;),1836173247(20:2;),2437926070(20:1;),2902878525(20:3;),2902878580(20:8;21:12;),3244832720(21:2;),3996125377(0:2;),3998352223(0:2;),4028922835(0:10;),4476805516(1:5;),4665617026(1:4;),4665712499(1:7;),4665891113(1:4;2:3;),4665892165(2:5;),4665897416(2:2;),4665897969(2:2;),4665903885(2:1;3:3;),4765556460(3:6;),4811385025(3:2;),4857080139(3:2;),4857081234(4:3;),4857082814(4:2;),4861489847(4:1;),4962227484(4:1;),4974633892(4:2;),4974634423(4:1;),4974635509(4:2;),4974635914(4:1;5:1;),4974636262(5:1;),4974636615(5:2;),4974637317(5:2;),4974637670(6:1;),4974638024(6:2;),4974639465(6:2;),4974639809(6:1;),4974641217(7:2;),4974641577(7:2;),4974641942(7:2;),5022579678(8:2;),5310996749(8:1;),5351575862(8:1;),5402488769(2:1;3:1;4:1;5:1;6:1;7:1;8:1;9:1;10:1;16:9;17:2;),5456887674(17:2;),5456984290(17:3;),5494054149(17:2;),5544435560(18:2;),5567180387(16:1;),5576569593(16:1;),5633031188(16:1;17:3;),5664371117(2:1;3:1;4:1;24:1;),5844816811(8:1;),5889934721(8:1;9:3;),5912313637(11:1;12:1;13:1;),5921809619(14:1;15:1;),5950686756(17:1;),5950830609(17:1;),5960925264(17:1;),5966089485(17:2;),6000618870(0:1;17:1;),6114773114(17:2;18:5;22:1;23:2;),6119300167(23:2;),6133390513(23:3;),6133391745(23:2;),6176114691(23:2;),6176858948(5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;18:1;20:1;21:2;),6176871439(21:2;22:14;),6183975952(22:1;),6184860354(22:2;),6184995193(22:1;),6186120532(22:4;23:1;),6186409027(23:1;),6186409254(23:3;),6206862915(23:3;),6206866677(23:1;),6206868490(23:2;),6207115053(23:1;),6219557576(23:2;),6225099547(18:8;19:13;20:1;),6233284111(23:2;),6236788405(9:1;),6238340468(1:1;9:2;10:6;11:6;12:6;13:3;24:1;),6238835298(13:1;),6238835525(13:1;),6238836357(13:1;),6238837081(14:1;),6238837822(14:1;),6238838528(14:1;),6238839290(14:1;),6238840043(14:1;),6238841354(14:1;),6238842108(15:1;),6238842343(15:1;),6238843128(15:1;),6238843875(15:1;),6238844615(15:1;),6239416246(15:1;),6239580865(16:1;),6240256777(16:2;),6240926079(16:1;),6254115034(0:2;),
55800,4665896876(0:3;),192299653(0:1;),1836173247(0:1;),2437926070(0:2;),2902878525(0:4;),2902878580(0:19;),3244832720(0:2;),3996125377(0:1;),3998352223(0:1;),4028922835(0:10;),4476805516(0:5;),4665617026(0:4;),4665712499(0:8;),4665891113(1:6;),4665892165(1:5;),4665897416(1:3;),4665897969(0:1;1:1;),4665903885(1:5;),4765556460(1:7;),4811385025(1:1;),4857080139(1:3;),4857081234(1:2;),4857082814(1:3;),4861489847(1:1;),4962227484(1:1;),4974633892(1:2;),4974634423(1:2;),4974635509(1:2;),4974635914(1:1;),4974636262(1:2;),4974636615(1:2;),4974637317(1:1;),4974637670(1:2;),4974638024(1:2;),4974639465(1:1;),4974639809(1:2;),4974641217(1:2;),4974641577(1:1;),4974641942(1:2;),5022579678(1:1;),5310996749(1:1;),5351575862(1:1;),5402488769(1:20;),5456887674(1:2;),5456984290(1:2;),5494054149(1:1;),5544435560(1:3;),5567180387(1:2;),5576569593(1:1;),5633031188(1:4;),5664371117(1:2;2:2;),5844816811(2:2;),5889934721(2:4;),5912313637(2:2;),5921809619(2:3;),5950686756(2:1;),5950830609(2:1;),5960925264(0:1;),5966089485(2:2;),6000618870(2:2;),6114773114(2:10;),6119300167(2:2;),6133390513(2:3;),6133391745(2:3;),6176114691(2:1;),6176858948(2:16;),6176871439(2:14;3:1;),6183975952(3:1;),6184860354(3:1;),6184995193(3:1;),6186120532(3:5;),6186409027(3:1;),6186409254(3:3;),6206862915(3:3;),6206866677(3:2;),6206868490(3:1;),6207115053(3:1;),6219557576(3:2;),6225099547(3:23;),6233284111(3:3;),6236788405(3:1;),6238340468(0:7;3:15;),6238835298(3:1;),6238835525(3:1;),6238836357(3:1;),6238837081(3:1;),6238837822(4:1;),6238838528(4:1;),6238839290(4:1;),6238840043(4:1;),6238841354(4:1;),6238842108(4:1;),6238842343(4:1;),6238843128(4:1;),6238843875(4:1;),6238844615(4:1;),6239416246(4:2;),6239580865(4:2;),6240256777(4:1;),6240926079(4:1;),6254115034(4:2;),
56100,4665896876(0:3;),192299653(0:2;),1836173247(0:1;),2437926070(0:1;),2902878525(0:4;),2902878580(0:19;),3244832720(0:1;),3996125377(0:1;),3998352223(0:1;),4028922835(0:10;),4476805516(0:5;),4665617026(0:5;),4665712499(0:8;),4665891113(0:6;),4665892165(0:5;),4665897416(0:3;),4665897969(0:1;),4665903885(0:4;),4765556460(0:6;),4811385025(0:1;),4857080139(1:3;),4857081234(1:2;),4857082814(1:3;),4861489847(1:1;),4962227484(1:1;),4974633892(1:2;),4974634423(1:2;),4974635509(1:1;),4974635914(1:2;),4974636262(1:2;),4974636615(1:1;),4974637317(1:2;),4974637670(1:2;),4974638024(1:1;),4974639465(1:2;),4974639809(1:2;),4974641217(1:2;),4974641577(1:1;),4974641942(1:2;),5022579678(1:1;),5310996749(1:1;),5351575862(1:1;),5402488769(1:20;),5456887674(1:1;),5456984290(1:2;),5494054149(1:1;),5544435560(1:3;),5567180387(1:2;),5576569593(1:1;),5633031188(1:4;),5664371117(1:4;),5844816811(1:1;),5889934721(1:4;),5912313637(1:2;),5921809619(1:3;),5950686756(1:1;),5950830609(1:1;),5960925264(1:1;),5966089485(1:2;),6000618870(1:2;),6114773114(1:10;2:1;),6119300167(2:2;),6133390513(2:2;),6133391745(2:3;),6176114691(2:1;),6176858948(2:16;),6176871439(2:15;),6183975952(2:2;),6184860354(2:1;),6184995193(2:1;),6186120532(2:5;),6186409027(2:2;),6186409254(2:2;),6206862915(2:3;),6206866677(2:2;),6206868490(2:1;),6207115053(2:1;),6219557576(2:2;),6225099547(2:6;3:17;),6233284111(3:3;),6236788405(3:1;),6238340468(0:2;3:15;),6238835298(3:1;),6238835525(3:1;),6238836357(3:1;),6238837081(3:1;),6238837822(3:1;),6238838528(3:1;),6238839290(3:1;),6238840043(3:1;),6238841354(3:1;),6238842108(3:1;),6238842343(3:1;),6238843128(3:1;),6238843875(3:1;),6238844615(3:1;),6239416246(3:1;),6239580865(3:2;),6240256777(3:1;),6240926079(3:1;),6254115034(0:2;),
56400,4665896876(),192299653(0:2;),1836173247(0:1;),2437926070(1:1;),2902878525(1:2;2:1;),2902878580(2:1;3:2;4:2;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;),3244832720(20:1;),3996125377(21:1;22:1;),3998352223(23:1;24:1;),4028922835(25:1;26:1;27:1;28:1;29:1;30:1;31:4;),4476805516(),4665617026(),4665712499(),4665891113(),4665892165(),4665897416(),4665897969(),4665903885(),4765556460(),4811385025(),4857080139(),4857081234(),4857082814(),4861489847(),4962227484(),4974633892(),4974634423(),4974635509(),4974635914(),4974636262(),4974636615(),4974637317(),4974637670(),4974638024(),4974639465(),4974639809(),4974641217(),4974641577(),4974641942(),5022579678(),5310996749(),5351575862(),5402488769(),5456887674(),5456984290(),5494054149(),5544435560(),5567180387(),5576569593(),5633031188(),5664371117(),5844816811(),5889934721(),5912313637(),5921809619(),5950686756(0:1;),5950830609(0:1;),5960925264(0:1;),5966089485(0:2;),6000618870(0:1;1:1;),6114773114(1:5;2:4;3:1;),6119300167(3:1;),6133390513(3:2;4:1;),6133391745(4:2;),6176114691(4:1;5:1;),6176858948(5:1;6:2;7:2;8:2;9:2;10:2;11:2;12:2;),6176871439(13:2;14:2;15:2;16:2;17:2;18:2;19:2;20:2;),6183975952(21:1;),6184860354(21:1;),6184995193(22:1;),6186120532(22:1;23:2;24:2;),6186409027(25:1;),6186409254(25:1;26:2;),6206862915(27:2;28:1;),6206866677(28:1;29:1;),6206868490(29:1;),6207115053(30:1;),6219557576(30:1;31:1;),6225099547(31:3;32:19;),6233284111(32:3;),6236788405(32:1;),6238340468(32:11;33:5;),6238835298(33:1;),6238835525(33:1;),6238836357(33:1;),6238837081(33:1;),6238837822(33:1;),6238838528(33:1;),6238839290(33:1;),6238840043(33:1;),6238841354(33:1;),6238842108(33:1;),6238842343(33:1;),6238843128(33:1;),6238843875(33:1;),6238844615(33:1;),6239416246(33:1;),6239580865(33:1;),6240256777(33:1;),6240926079(33:1;),6254115034(33:3;),
56700,4665896876(4:1;11:1;),192299653(12:1;),1836173247(12:2;),2437926070(12:1;),2902878525(12:4;),2902878580(12:20;),3244832720(12:2;),3996125377(12:1;),3998352223(12:1;),4028922835(12:9;),4476805516(12:5;),4665617026(12:4;),4665712499(12:2;13:5;),4665891113(13:7;),4665892165(13:5;),4665897416(13:3;),4665897969(13:2;),4665903885(6:1;13:4;),4765556460(13:7;),4811385025(13:2;),4857080139(2:2;),4857081234(2:3;),4857082814(2:2;),4861489847(2:1;),4962227484(2:2;),4974633892(2:1;),4974634423(2:2;),4974635509(2:2;),4974635914(2:1;),4974636262(2:2;),4974636615(2:2;),4974637317(2:1;3:1;),4974637670(3:1;),4974638024(3:2;),4974639465(3:2;),4974639809(3:1;),4974641217(3:2;),4974641577(3:2;),4974641942(3:1;),5022579678(3:1;),5310996749(3:1;),5351575862(3:1;),5402488769(3:7;4:13;),5456887674(4:2;),5456984290(4:3;),5494054149(4:1;),5544435560(4:2;),5567180387(4:1;),5576569593(5:1;),5633031188(5:4;),5664371117(5:4;),5844816811(5:1;),5889934721(5:1;6:2;),5912313637(6:2;),5921809619(6:2;),5950686756(6:1;),5950830609(6:1;),5960925264(0:1;6:1;),5966089485(6:1;7:1;),6000618870(7:1;),6114773114(7:10;),6119300167(7:1;8:1;),6133390513(8:3;),6133391745(8:2;),6176114691(8:2;),6176858948(8:5;9:10;),6176871439(4:1;6:1;7:1;8:1;9:4;10:8;),6183975952(10:1;),6184860354(10:2;),6184995193(0:1;10:2;),6186120532(10:5;),6186409027(10:1;),6186409254(10:1;11:2;),6206862915(11:3;),6206866677(11:1;),6206868490(11:2;),6207115053(11:1;),6219557576(11:2;),6225099547(2:1;5:1;11:17;12:3;),6233284111(12:2;),6236788405(0:1;),6238340468(0:17;1:1;2:1;3:1;6:1;12:2;),6238835298(0:1;),6238835525(1:1;),6238836357(1:1;),6238837081(1:1;),6238837822(1:1;),6238838528(1:1;),6238839290(1:1;),6238840043(1:1;),6238841354(1:1;),6238842108(1:1;),6238842343(1:1;),6238843128(1:1;),6238843875(1:1;),6238844615(1:1;),6239416246(1:1;),6239580865(1:1;12:1;),6240256777(1:2;),6240926079(1:1;),6254115034(1:2;),
57000,4665896876(0:4;),192299653(0:1;),1836173247(0:2;),2437926070(0:1;),2902878525(0:3;),2902878580(0:8;1:12;),3244832720(1:2;),3996125377(1:2;),3998352223(1:2;),4028922835(1:2;2:8;),4476805516(2:5;),4665617026(3:4;),4665712499(3:8;),4665891113(3:1;4:5;),4665892165(4:5;),4665897416(4:3;),4665897969(5:1;),4665903885(5:4;),4765556460(5:1;6:5;),4811385025(6:1;),4857080139(7:3;),4857081234(7:2;),4857082814(7:1;8:2;),4861489847(8:1;),4962227484(8:1;),4974633892(8:2;),4974634423(9:2;),4974635509(9:1;),4974635914(9:2;),4974636262(9:1;10:1;),4974636615(10:1;),4974637317(10:2;),4974637670(10:2;),4974638024(11:2;),4974639465(11:1;),4974639809(11:2;),4974641217(11:1;12:1;),4974641577(12:1;),4974641942(12:2;),5022579678(12:1;),5310996749(12:1;),5351575862(13:1;),5402488769(13:5;14:6;15:6;16:3;),5456887674(16:2;),5456984290(16:1;17:1;),5494054149(17:1;),5544435560(17:3;),5567180387(17:1;18:1;),5576569593(18:1;),5633031188(18:4;),5664371117(19:4;),5844816811(19:2;),5889934721(20:4;),5912313637(20:2;),5921809619(21:3;),5950686756(21:1;),5950830609(21:2;),5960925264(22:1;),5966089485(22:2;),6000618870(22:1;),6114773114(22:2;23:6;24:2;),6119300167(24:2;),6133390513(24:2;),6133391745(25:3;),6176114691(25:1;),6176858948(25:2;26:6;27:6;28:2;),6176871439(28:4;29:6;30:5;),6183975952(3:1;4:1;),6184860354(7:1;8:1;),6184995193(9:1;10:1;),6186120532(11:1;12:1;13:1;14:1;15:1;),6186409027(16:1;),6186409254(17:1;18:1;),6206862915(19:1;20:1;21:1;22:1;),6206866677(23:1;),6206868490(24:1;),6207115053(25:1;),6219557576(5:1;6:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;24:1;25:1;29:3;),6233284111(30:2;),6236788405(30:1;),6238340468(1:1;2:1;26:2;27:2;28:2;31:6;32:6;33:4;),6238835298(33:1;),6238835525(33:1;),6238836357(34:1;),6238837081(34:1;),6238837822(34:1;),6238838528(34:1;),6238839290(34:1;),6238840043(34:1;),6238841354(35:1;),6238842108(35:1;),6238842343(35:1;),6238843128(35:1;),6238843875(35:1;),6238844615(35:1;),6239416246(36:1;),6239580865(36:1;),6240256777(36:2;),6240926079(36:1;),6254115034(0:2;),
