2,39
5,728
18,728
31,776
51,873
82,877
36,782
58,801
33,756
80,749
64,904
58,754
41,733
47,781
56,748
49,731
52,762
15,780
19,751
71,563
40,745
76,727
96,781
32,724
60,761
49,747
41,711
35,738
31,751
47,775
37,734
79,752
59,731
44,718
72,719
11,715
23,731
78,762
33,793
66,708
70,823
65,807
47,746
58,752
54,756
48,846
57,747
48,731
43,747
39,734
42,740
51,953
44,766
23,774
41,767
58,804
53,727
55,740
54,732
44,738
59,738
52,758
100,734
41,730
70,769
76,770
33,792
61,872
41,903
40,871
70,863
61,796
65,806
65,795
40,775
56,856
51,896
57,845
53,928
54,810
61,804
52,825
68,820
31,747
54,763
45,739
83,728
57,730
65,780
45,813
59,790
142,812
67,865
34,778
49,740
55,749
61,746
57,813
83,771
53,793
53,747
103,806
79,828
30,747
28,791
59,766
51,719
62,814
51,797
68,757
70,735
76,733
71,726
70,729
52,615
74,960
61,898
27,950
82,923
80,837
40,748
44,799
64,786
56,751
59,763
56,806
74,967
38,763
56,792
61,729
66,902
62,779
49,817
52,834
51,875
45,770
48,790
72,927
55,922
50,862
26,796
41,1012
62,1034
59,1156
48,1200
53,1244
51,1228
86,1249
108,1115
51,1130
62,985
85,1002
66,893
86,1155
79,1278
78,1044
96,1315
79,1426
95,1463
104,1623
96,1372
112,1715
91,1789
84,1615
89,1477
77,1634
81,1625
85,1686
90,1759
69,1809
72,1532
80,1260
89,1369
59,1361
79,1337
97,1323
83,1431
79,1455
62,1441
72,1560
82,1548
78,1567
88,1821
92,1734
95,1688
73,1810
55,1452
80,1114
76,1289
87,1279
101,1500
49,1115
91,1721
50,1204
112,1151
113,1729
97,1737
100,1814
120,1789
78,1828
73,1745
59,1813
86,1820
68,1687
52,1701
61,1527
93,1054
76,798
75,909
79,858
78,842
62,787
78,822
54,716
83,733
60,742
75,840
62,711
95,742
95,749
65,715
68,742
104,713
74,757
38,707
93,756
73,687
80,755
60,668
53,711
68,825
72,946
70,788
47,643
78,858
70,721
78,687
70,731
63,850
131,780
52,801
74,723
92,802
58,751
125,806
90,796
74,775
74,785
78,817
73,801
66,728
104,801
63,741
67,723
81,801
73,750
88,679
63,748
65,747
69,725
75,714
77,773
78,837
85,789
77,782
85,755
80,727
82,730
78,771
64,779
67,731
77,730
192,1010
63,774
79,718
64,754
68,788
42,826
89,942
75,734
53,733
83,825
52,716
77,761
70,811
107,857
71,836
64,797
84,770
94,746
72,744
38,679
93,750
62,716
44,742
50,807
162,702
77,805
78,754
78,782
49,674
