0:0.3235505882352941,
0:0.9993809411764698,1:0.29778058823529424,
0:0.9999964705882344,1:0.9997988235294116,2:0.9890769411764706,3:0.9852894117647063,4:0.2941176470588235,
0:0.9962858823529407,1:0.9997458823529412,2:0.9997176470588236,3:0.9927011764705882,4:0.9995764705882355,5:0.9999952941176471,6:0.9985600000000006,7:0.2499670588235295,
1:0.9930000000000002,0:0.9927647058823532,2:0.9705882352941182,3:0.9852470588235294,4:0.985435294117647,5:0.9856235294117647,6:0.9782352941176471,7:0.9994823529411767,8:0.9998117647058824,9:0.9852941176470594,10:0.647058823529412,
1:0.9999058823529412,0:0.9998799999999998,2:0.9999952941176471,3:0.9852941176470589,5:0.9706823529411767,4:0.9705882352941178,6:0.9999529411764707,7:0.9998588235294119,8:0.9997176470588236,9:0.9998588235294119,10:0.9999529411764707,11:0.9999529411764707,12:0.9999529411764707,13:0.9853176470588236,14:0.9994823529411767,15:0.9998823529411767,16:0.647058823529412,
0:0.9925647058823527,1:0.9926352941176473,2:0.9999529411764707,3:0.9998588235294119,4:0.9778823529411765,5:0.9848470588235295,6:0.9924705882352944,7:0.9705882352941182,8:0.20588235294117646,
1:0.9999764705882352,0:0.9999647058823529,2:0.9941376470588232,3:0.9855058823529413,4:0.9917529411764706,5:0.9999529411764707,6:0.9999529411764707,7:0.9999529411764707,8:0.9999529411764707,9:0.9855529411764705,10:0.9995058823529414,11:0.9851764705882359,12:0.35555294117647057,
0:0.992694117647059,1:0.999807058823529,2:0.9999529411764707,3:0.9999529411764707,4:0.9860235294117647,5:0.9998352941176467,6:0.9926329411764712,7:0.1690658823529412,
0:0.9999764705882352,1:0.9939563529411766,6:0.9852000000000001,2:0.9850823529411764,3:0.9850823529411764,4:0.9850823529411764,5:0.9850823529411764,7:0.9927035294117647,8:0.9998588235294119,9:0.9998588235294119,10:0.9997882352941176,11:0.9850823529411764,12:0.9997176470588236,13:0.9999529411764707,14:0.9965882352941177,15:0.990023529411765,16:0.9264705882352946,
0:0.9999858823529413,1:0.9980089411764707,2:0.9850823529411761,3:0.9998117647058825,4:0.9780000000000001,5:0.9780000000000001,6:0.9997647058823531,7:0.9997176470588236,8:0.9999529411764707,9:0.9999764705882352,10:0.9847294117647061,11:0.9849882352941179,12:0.9998588235294124,13:0.5514564705882354,
1:0.9999999999999999,0:0.9999976470588235,2:0.9999764705882352,3:0.9851999999999999,4:0.9999529411764708,5:0.9998588235294119,6:0.9999764705882352,7:0.9999764705882352,8:0.9999764705882352,9:0.9851764705882353,10:0.9997411764705886,11:0.9632211764705887,
0:0.9999764705882352,1:0.9971858823529411,2:0.9850823529411771,3:0.9852470588235294,4:0.9999529411764707,5:0.9999529411764707,6:0.9707764705882352,7:0.991223529411765,8:0.9705882352941182,9:0.11764705882352942,
1:0.9999976470588235,0:0.9999764705882352,2:0.9997411764705881,3:0.9924270588235296,4:0.9999529411764707,5:0.9999529411764707,6:0.9999764705882352,7:0.985435294117647,8:0.9995952941176471,9:0.9926329411764712,10:0.07352470588235295,
1:0.9999647058823525,0:0.995586823529412,2:0.9996000000000003,3:0.999788235294118,4:0.9999529411764707,5:0.9999952941176471,6:0.9999952941176471,7:0.9998588235294119,8:0.9999529411764707,9:0.985435294117647,10:0.9998352941176474,11:0.808818823529412,
0:0.9999764705882352,1:0.9999764705882352,3:0.9999847058823529,2:0.9999529411764705,4:0.9999482352941177,5:0.9999529411764707,6:0.9999529411764707,7:0.9999764705882352,8:0.9898449411764704,9:0.9999764705882357,10:0.6470023529411767,
0:0.9999976470588235,1:0.9970567058823532,2:0.9970117647058824,3:0.9960235294117645,4:0.9850117647058825,5:0.9999529411764707,6:0.9999764705882352,7:0.9999764705882352,8:0.9999764705882352,9:0.992258823529412,10:0.9995058823529417,11:0.07350117647058824,
0:0.9926705882352931,1:0.9927294117647046,2:0.9705882352941182,3:0.6764705882352944,
0:0.9926117647058814,1:0.9997882352941175,2:0.9999058823529418,3:0.9926329411764712,4:0.3822964705882352,
0:0.9999764705882352,1:0.9999764705882352,2:0.9999764705882352,3:0.9999764705882352,4:0.9999764705882352,5:0.9999764705882352,6:0.9999764705882354,7:0.9999764705882352,8:0.9999764705882352,9:0.9999764705882352,10:0.9999764705882352,11:0.9999529411764707,12:0.999924705882353,13:0.9999294117647062,14:0.9705694117647061,
0:0.9997294117647054,1:0.9960976470588239,2:0.9999529411764707,3:0.9999529411764707,4:0.9999529411764707,5:0.9999529411764707,6:0.9891717647058825,7:0.9997411764705881,8:0.8967717647058824,
0:0.994729411764706,1:0.991929411764706,4:0.9999764705882354,2:0.9838588235294118,3:0.9838588235294118,5:0.9838588235294118,6:0.9780000000000001,7:0.9984235294117648,8:0.9850588235294119,9:0.9780000000000001,10:0.9780000000000001,11:0.9780000000000001,12:0.9780000000000001,13:0.9780000000000001,14:0.984329411764706,15:0.9294117647058827,
1:0.9999717647058822,0:0.9970396470588235,2:0.9852329411764708,3:0.9780000000000001,4:0.9999529411764707,5:0.9926329411764707,6:0.9926329411764707,7:0.9999529411764707,8:0.9850776470588236,9:0.9337152941176472,10:0.8823529411764706,11:0.8823529411764706,12:0.8823529411764706,13:0.8823529411764706,14:0.8823529411764706,15:0.8823529411764706,16:0.8823529411764706,17:0.8823529411764706,18:0.8823529411764706,19:0.7352941176470589,
0:0.9999882352941176,1:0.9997964705882354,2:0.9997176470588236,3:0.9998823529411767,4:0.9957609411764704,5:0.993054117647059,6:0.9925364705882358,7:0.2205364705882354,
0:0.9999976470588235,1:0.9999976470588235,2:0.9999952941176471,3:0.9852941176470589,4:0.9852941176470589,5:0.9998117647058824,6:0.9850588235294119,7:0.9999764705882352,8:0.9780000000000001,9:0.9707764705882352,10:0.9824470588235295,11:0.9850823529411769,12:0.6176470588235295,
1:0.9998470588235291,0:0.9994470588235294,2:0.9848705882352942,3:0.9995529411764706,4:0.9774117647058825,5:0.9849411764705883,6:0.9997882352941176,7:0.9855529411764705,8:0.9851999999999999,9:0.9851764705882359,10:0.17647058823529413,
1:0.9966823529411762,0:0.9954235294117644,2:0.9999058823529414,3:0.9997411764705882,4:0.9926588235294118,5:0.9999764705882352,6:0.9988941176470587,7:0.9994823529411767,8:0.9823529411764711,9:0.2941176470588235,
0:0.9978588235294117,1:0.9978470588235293,2:0.9927035294117648,3:0.9988941176470587,4:0.9929882352941178,5:0.9930070588235294,6:0.9956705882352945,7:0.669103529411765,
0:0.9999964705882357,1:0.9977961176470586,2:0.9922941176470589,3:0.9999529411764707,4:0.9996658823529412,5:0.9913176470588239,6:0.8600635294117648,
1:0.9978117647058823,0:0.9963058823529412,2:0.9955482352941182,3:0.9999529411764707,4:0.9926117647058824,5:0.985435294117647,6:0.9988941176470587,7:0.9927529411764706,8:0.9793411764705882,9:0.88960705882353,
0:0.9993134117647063,1:0.9997355294117654,2:0.985328705882353,3:0.9852941176470589,4:0.9852000000000001,5:0.9973176470588236,6:0.9960470588235295,7:0.9809882352941183,8:0.17641411764705886,
0:0.9976149411764706,1:0.9892352941176471,2:0.9926329411764707,3:0.9926329411764707,4:0.9926329411764707,5:0.9999764705882352,6:0.9926588235294118,7:0.9852941176470589,8:0.9852941176470589,9:0.9705882352941178,10:0.9705882352941178,11:0.9710117647058825,12:0.9855058823529413,13:0.9705882352941178,14:0.9705882352941178,15:0.9705882352941178,16:0.411764705882353,
1:0.9999270588235295,0:0.9925764705882353,2:0.9999529411764707,3:0.9995058823529414,4:0.9852117647058827,5:0.9850117647058825,6:0.9780000000000001,7:0.9927529411764706,8:0.9988941176470587,9:0.9856941176470588,10:0.9896705882352942,11:0.9928235294117652,12:0.3087388235294118,
0:0.995586823529412,1:0.9964576470588237,2:0.9999764705882356,3:0.99988,4:0.9852000000000001,5:0.992809411764706,6:0.9855529411764705,7:0.9999529411764708,8:0.9837411764705881,9:0.7573388235294121,
0:0.9997999999999997,1:0.9997999999999997,2:0.9998117647058823,3:0.9977858823529411,4:0.9998117647058823,5:0.9703999999999999,6:0.9409882352941176,7:0.9409882352941176,8:0.9409882352941176,9:0.9409882352941176,10:0.9409882352941176,11:0.9409882352941176,12:0.9409882352941176,13:0.9409882352941176,14:0.8233647058823529,
0:0.9999999999999991,1:0.9913176470588224,2:0.882352941176471,
