0:0.4220962352941178,
0:0.9990043921568664,1:0.9976188235294107,2:0.08090588235294117,
0:0.9999293333333308,1:1.0,2:0.9999914117647053,3:0.9937764705882355,4:0.999587058823529,5:0.9850588235294122,6:0.9852941176470588,7:0.9852941176470589,8:0.8932917647058827,
0:0.9994352941176462,1:0.9997835294117663,2:0.9992800000000001,3:0.99998588235294,4:0.9998329411764706,5:0.9997082352941176,6:0.9997082352941176,7:0.9997082352941176,8:0.9997082352941176,9:0.9996658823529412,10:0.9924423529411767,11:0.9999576470588235,12:0.9852941176470589,13:0.985294117647059,14:0.9762564705882354,15:0.30157647058823533,
0:0.9999999999999981,1:0.9998901960784294,2:0.9929270588235298,3:0.9930000000000002,4:0.9930000000000002,5:0.9856235294117647,6:0.9927011764705884,7:0.9999529411764707,8:0.9999529411764707,9:0.9853411764705884,10:0.9856235294117647,11:0.9856235294117647,12:0.9998117647058825,13:0.9995247058823531,14:0.9994823529411767,15:0.9998117647058825,16:0.9856235294117647,17:0.9743764705882353,18:0.9707058823529414,19:0.9854352941176473,20:0.9856235294117647,21:0.9707764705882355,22:0.9852470588235294,23:0.9852941176470589,24:0.9544470588235294,25:0.8823529411764706,26:0.7352941176470589,
0:0.9999372549019595,1:0.9997019607843135,2:0.9997035294117645,3:0.9999647058823529,4:0.9999764705882352,5:0.9999529411764705,6:0.9999764705882352,7:0.9999952941176471,8:0.9705882352941178,9:0.9853411764705884,10:0.9854352941176475,11:0.9999764705882352,12:0.9852941176470589,13:0.9705882352941178,14:0.970588235294118,15:0.9999529411764707,16:0.9999529411764707,17:0.970635294117647,18:0.9928705882352942,19:0.9852941176470589,20:0.985058823529412,21:0.9850588235294119,22:0.9995764705882355,23:0.9994823529411767,24:0.9996235294117648,25:0.9996235294117648,26:0.9998588235294118,27:0.9999529411764707,28:0.9779294117647059,29:0.9705882352941178,30:0.9999529411764707,31:0.9997176470588236,32:0.9999529411764705,33:0.9852941176470589,34:0.970635294117647,35:0.9854352941176473,36:0.9705882352941178,37:0.9999529411764707,38:0.8823529411764706,39:0.8823529411764706,40:0.23524705882352942,
0:0.999990588235293,1:1.0,2:0.9997176470588224,3:0.9999764705882352,4:0.9999999999999993,5:0.9996235294117648,6:0.997574117647059,7:0.9994823529411767,8:0.9998117647058825,9:0.9926117647058826,10:0.9705882352941178,11:0.9924941176470592,12:0.970635294117647,13:0.9999764705882356,14:0.9705882352941178,15:0.9705882352941178,16:0.9852705882352941,17:0.9999529411764707,18:0.9851529411764707,19:0.14705882352941177,
0:0.9980591372549,1:0.9999913725490196,2:0.9999858823529412,3:0.9999858823529412,4:0.9926470588235294,5:0.9869058823529411,6:0.9869058823529411,7:0.9869058823529411,8:0.9851294117647065,9:0.9866000000000001,10:0.9926329411764707,11:0.9926329411764707,12:0.9855294117647058,13:0.9999529411764707,14:0.999623529411765,15:0.9996235294117648,16:0.984823529411765,17:0.9999058823529412,18:0.9780470588235294,19:0.9999529411764705,20:0.9999529411764705,21:0.9927294117647061,22:0.9926117647058825,23:0.9999529411764707,24:0.9999529411764705,25:0.985435294117647,26:0.9854117647058825,27:0.9191035294117648,28:0.14705882352941177,
0:0.9998901960784324,1:0.9952862745098043,2:0.999623529411764,3:0.9999623529411765,4:0.9999999999999999,5:0.9999952941176474,6:0.9997647058823531,7:0.9925576470588234,8:0.9998823529411763,9:0.9999952941176471,10:0.9925764705882355,11:0.9926141176470586,12:0.9852941176470589,13:0.9853176470588235,14:0.9271058823529413,15:0.8098823529411765,16:0.23524705882352942,
0:0.9945406274509789,1:0.9949254901960782,2:0.9924588235294116,3:0.9924588235294116,4:0.9924588235294116,5:0.9998117647058824,6:0.9850823529411764,7:0.9850823529411764,8:0.9850823529411764,9:0.9850823529411764,10:0.9850823529411764,11:0.9853176470588235,12:0.9851999999999997,13:0.9925411764705884,14:0.9926329411764707,15:0.9926329411764707,16:0.9926329411764707,17:0.9705882352941179,18:0.9705882352941178,19:0.985435294117647,20:0.9815529411764707,21:0.9849647058823531,22:0.9849647058823531,23:0.9997176470588236,24:0.9998117647058824,25:0.9850823529411764,26:0.9706588235294117,27:0.978,28:0.9998117647058824,29:0.9999529411764707,30:0.9900235294117647,31:0.9780000000000001,32:0.9999529411764707,33:0.9852941176470589,34:0.9852000000000001,35:0.9854588235294118,36:0.9708705882352942,37:0.9998117647058824,38:0.9998117647058824,39:0.9959294117647063,40:0.294,
0:0.9995648627450958,1:0.9999681568627447,2:0.9929702352941172,3:0.9999976470588235,4:0.9999764705882352,5:0.9852941176470589,6:0.9780000000000001,7:0.9926329411764707,8:0.9926329411764709,9:0.9926329411764707,10:0.9926329411764707,11:0.9999529411764707,12:0.985435294117647,13:0.9850823529411765,14:0.9849647058823531,15:0.9997176470588236,16:0.9928705882352942,17:0.9999505882352943,18:0.9900235294117647,19:0.9972917647058824,20:1.0,21:0.9779035294117647,22:0.9705882352941178,23:0.9705882352941178,24:0.9999764705882354,25:0.979270588235294,26:0.9852000000000001,27:0.9705882352941178,28:0.9705882352941178,29:1.0,30:0.9924705882352944,31:0.9996000000000003,32:0.3528,
0:0.9950980392156861,1:1.0,2:0.9926470588235294,3:0.99634,4:0.9999764705882352,5:0.9998117647058823,6:0.9998117647058823,7:0.9998117647058823,8:0.9852000000000003,9:0.9780000000000004,10:0.9926329411764706,11:0.9853411764705884,12:0.9852470588235296,13:0.9999529411764707,14:0.9997411764705882,15:0.9998588235294119,16:0.9999764705882352,17:0.9853411764705884,18:0.9705882352941178,19:0.9999529411764707,20:0.9999764705882354,21:0.9999764705882354,22:0.9999764705882352,23:0.999858823529412,24:0.9996000000000003,25:0.9999764705882354,26:0.9999764705882352,27:0.9851764705882357,28:0.9812941176470589,29:0.23524705882352942,
