0:0.3235505882352941,
0:0.9956462352941172,1:0.3015152941176471,
0:0.999972941176471,1:0.9943502352941175,2:0.9998117647058828,3:0.9999952941176473,4:0.27962117647058826,
0:0.9992047058823537,1:0.9961517647058823,2:0.9997176470588236,3:0.9997082352941176,4:0.9997835294117645,5:0.9852941176470589,6:0.9632470588235296,7:0.29411764705882354,
0:0.9926470588235284,1:0.9929529411764705,2:0.9999529411764707,3:0.9855294117647058,4:0.9849176470588237,5:0.9849647058823532,6:0.9929411764705883,7:0.970729411764706,8:0.9856235294117647,9:0.8971529411764708,10:0.7352941176470589,
0:0.9998564705882353,1:0.9999741176470587,2:0.9853411764705884,3:0.9705882352941178,4:0.9999529411764707,5:0.9999529411764707,6:0.9996705882352943,7:0.9995764705882355,8:0.9850588235294119,9:0.9998588235294119,10:0.970635294117647,11:0.9853411764705884,12:0.9998588235294118,13:0.9999764705882351,14:0.9411529411764706,15:0.8823529411764706,16:0.8381411764705883,
0:0.9926470588235293,1:0.9962235294117645,2:0.9997647058823532,3:0.9850588235294119,4:0.9778823529411766,5:0.9852705882352942,6:0.9850823529411762,7:0.9999529411764707,8:0.19112941176470588,
0:0.998898235294118,1:0.9971470588235295,2:0.9852705882352942,3:0.9999058823529413,4:0.9937058823529414,5:0.9997411764705882,6:0.9952941176470588,7:0.9999529411764707,8:0.9926352941176471,9:0.9999529411764705,10:0.9853882352941176,11:0.911764705882353,12:0.4411764705882353,
0:0.9926941176470586,1:0.9998705882352935,2:0.9998870588235294,3:0.9998541176470588,4:0.9852705882352939,5:0.9852941176470589,6:0.9417835294117647,7:0.23524705882352942,
0:0.9998588235294118,1:0.997603411764706,2:0.9850823529411764,3:0.9851764705882353,4:0.9926564705882354,5:0.9998588235294119,6:0.981129411764706,7:0.9926117647058825,8:0.9851764705882352,9:0.9852000000000001,10:0.9998117647058824,11:0.9999529411764707,12:0.9852941176470589,13:0.9708705882352943,14:0.9850823529411764,15:0.970635294117647,16:0.9899764705882355,
0:0.999789294117647,1:0.9933702352941174,2:0.9999764705882354,3:0.9897882352941179,4:0.9998588235294119,5:0.9997411764705882,6:0.9973388235294118,7:0.9925647058823531,8:0.9999529411764707,9:0.9926823529411766,10:0.9700000000000001,11:0.9558823529411765,12:0.970494117647059,13:0.6027294117647058,
0:0.9999976470588238,1:0.9926705882352941,2:0.9998588235294116,3:0.9999529411764709,4:0.9926329411764707,5:0.9998588235294118,6:0.9999529411764707,7:0.9852705882352941,8:0.9852941176470589,9:0.9997411764705886,10:0.9999529411764705,11:0.9852000000000001,
0:0.9999882352941177,1:0.9970917647058823,2:0.9927294117647061,3:0.9852705882352941,4:0.9853176470588233,5:0.970635294117647,6:0.9999764705882352,7:0.999929411764706,8:0.9985882352941178,9:0.08818823529411765,
0:0.9962511764705885,1:0.9999388235294117,2:0.9999529411764705,3:0.9999011764705884,4:0.9999482352941177,5:0.9999529411764704,6:0.9853129411764705,7:0.9999294117647061,8:0.9997176470588236,9:0.9190329411764708,10:0.14705882352941177,
0:0.9999294117647052,1:0.9953727058823525,2:0.9999529411764707,3:0.9999529411764707,4:0.9999764705882354,5:0.9998070588235295,6:0.9999764705882354,7:0.9853364705882353,8:0.9999529411764707,9:0.9998352941176473,10:0.9853647058823531,11:0.8235764705882354,
