50700,2
51000,5
51300,18
51600,31
51900,51
52200,82
52500,36
52800,58
53100,33
53400,80
53700,64
54000,58
54300,41
54600,47
54900,56
55200,49
55500,52
55800,15
56100,19
56400,71
56700,40
57000,76
57300,96
57600,32
57900,60
58200,49
58500,41
58800,35
59100,31
59400,47
59700,37
60000,79
60300,59
60600,44
60900,72
61200,11
61500,23
61800,78
62100,33
62400,66
62700,70
63000,65
63300,47
63600,58
63900,54
64200,48
64500,57
64800,48
65100,43
65400,39
65700,42
66000,51
66300,44
66600,23
66900,41
67200,58
67500,53
67800,55
68100,54
68400,44
68700,59
69000,52
69300,100
69600,41
69900,70
70200,76
70500,33
70800,61
71100,41
71400,40
71700,70
72000,61
72300,65
72600,65
72900,40
73200,56
73500,51
73800,57
74100,53
74400,54
74700,61
75000,52
75300,68
75600,31
75900,54
76200,45
76500,83
76800,57
77100,65
77400,45
77700,59
78000,142
78300,67
78600,34
78900,49
79200,55
79500,61
79800,57
80100,83
80400,53
80700,53
81000,103
81300,79
81600,30
81900,28
82200,59
82500,51
82800,62
83100,51
83400,68
83700,70
84000,76
84300,71
84600,70
84900,52
85200,74
85500,61
85800,27
86100,82
86400,80
86700,40
87000,44
87300,64
87600,56
87900,59
88200,56
88500,74
88800,38
89100,56
89400,61
89700,66
90000,62
90300,49
90600,52
90900,51
91200,45
91500,48
91800,72
92100,55
92400,50
92700,26
93000,41
93300,62
93600,59
93900,48
94200,53
94500,51
94800,86
95100,108
95400,51
95700,62
96000,85
96300,66
96600,86
96900,79
97200,78
97500,96
97800,79
98100,95
98400,104
98700,96
99000,112
99300,91
99600,84
99900,89
100200,77
100500,81
100800,85
101100,90
101400,69
101700,72
102000,80
102300,89
102600,59
102900,79
103200,97
103500,83
103800,79
104100,62
104400,72
104700,82
105000,78
105300,88
105600,92
105900,95
106200,73
106500,55
106800,80
107100,76
107400,87
107700,101
108000,49
108300,91
108600,50
108900,112
109200,113
109500,97
109800,100
110100,120
110400,78
110700,73
111000,59
111300,86
111600,68
111900,52
112200,61
112500,93
112800,76
113100,75
113400,79
113700,78
114000,62
114300,78
114600,54
114900,83
115200,60
115500,75
115800,62
116100,95
116400,95
116700,65
117000,68
117300,104
117600,74
117900,38
118200,93
118500,73
118800,80
119100,60
119400,53
119700,68
120000,72
120300,70
120600,47
120900,78
121200,70
121500,78
121800,70
122100,63
122400,131
122700,52
123000,74
123300,92
123600,58
123900,125
124200,90
124500,74
124800,74
125100,78
125400,73
125700,66
126000,104
126300,63
126600,67
126900,81
127200,73
127500,88
127800,63
128100,65
128400,69
128700,75
129000,77
129300,78
129600,85
129900,77
130200,85
130500,80
130800,82
131100,78
131400,64
131700,67
132000,77
132300,192
132600,63
132900,79
133200,64
133500,68
133800,42
134100,89
134400,75
134700,53
135000,83
135300,52
135600,77
135900,70
136200,107
136500,71
136800,64
137100,84
137400,94
137700,72
138000,38
138300,93
138600,62
138900,44
139200,50
139500,162
139800,77
140100,78
140400,78
140700,49
