0.3235505882352941,
0.9993809411764698,0.29778058823529424,
0.9999964705882344,0.9997988235294116,0.9890769411764706,0.9852894117647063,0.2941176470588235,
0.9962858823529407,0.9997458823529412,0.9997176470588236,0.9927011764705882,0.9995764705882355,0.9999952941176471,0.9985600000000006,0.2499670588235295,
0.9930000000000002,0.9927647058823532,0.9705882352941182,0.9852470588235294,0.985435294117647,0.9856235294117647,0.9782352941176471,0.9994823529411767,0.9998117647058824,0.9852941176470594,0.647058823529412,
0.9999058823529412,0.9998799999999998,0.9999952941176471,0.9852941176470589,0.9706823529411767,0.9705882352941178,0.9999529411764707,0.9998588235294119,0.9997176470588236,0.9998588235294119,0.9999529411764707,0.9999529411764707,0.9999529411764707,0.9853176470588236,0.9994823529411767,0.9998823529411767,0.647058823529412,
0.9925647058823527,0.9926352941176473,0.9999529411764707,0.9998588235294119,0.9778823529411765,0.9848470588235295,0.9924705882352944,0.9705882352941182,0.20588235294117646,
0.9999764705882352,0.9999647058823529,0.9941376470588232,0.9855058823529413,0.9917529411764706,0.9999529411764707,0.9999529411764707,0.9999529411764707,0.9999529411764707,0.9855529411764705,0.9995058823529414,0.9851764705882359,0.35555294117647057,
0.992694117647059,0.999807058823529,0.9999529411764707,0.9999529411764707,0.9860235294117647,0.9998352941176467,0.9926329411764712,0.1690658823529412,
0.9999764705882352,0.9939563529411766,0.9852000000000001,0.9850823529411764,0.9850823529411764,0.9850823529411764,0.9850823529411764,0.9927035294117647,0.9998588235294119,0.9998588235294119,0.9997882352941176,0.9850823529411764,0.9997176470588236,0.9999529411764707,0.9965882352941177,0.990023529411765,0.9264705882352946,
0.9999858823529413,0.9980089411764707,0.9850823529411761,0.9998117647058825,0.9780000000000001,0.9780000000000001,0.9997647058823531,0.9997176470588236,0.9999529411764707,0.9999764705882352,0.9847294117647061,0.9849882352941179,0.9998588235294124,0.5514564705882354,
0.9999999999999999,0.9999976470588235,0.9999764705882352,0.9851999999999999,0.9999529411764708,0.9998588235294119,0.9999764705882352,0.9999764705882352,0.9999764705882352,0.9851764705882353,0.9997411764705886,0.9632211764705887,
0.9999764705882352,0.9971858823529411,0.9850823529411771,0.9852470588235294,0.9999529411764707,0.9999529411764707,0.9707764705882352,0.991223529411765,0.9705882352941182,0.11764705882352942,
0.9999976470588235,0.9999764705882352,0.9997411764705881,0.9924270588235296,0.9999529411764707,0.9999529411764707,0.9999764705882352,0.985435294117647,0.9995952941176471,0.9926329411764712,0.07352470588235295,
0.9999647058823525,0.995586823529412,0.9996000000000003,0.999788235294118,0.9999529411764707,0.9999952941176471,0.9999952941176471,0.9998588235294119,0.9999529411764707,0.985435294117647,0.9998352941176474,0.808818823529412,
0.9999764705882352,0.9999764705882352,0.9999847058823529,0.9999529411764705,0.9999482352941177,0.9999529411764707,0.9999529411764707,0.9999764705882352,0.9898449411764704,0.9999764705882357,0.6470023529411767,
0.9999976470588235,0.9970567058823532,0.9970117647058824,0.9960235294117645,0.9850117647058825,0.9999529411764707,0.9999764705882352,0.9999764705882352,0.9999764705882352,0.992258823529412,0.9995058823529417,0.07350117647058824,
0.9926705882352931,0.9927294117647046,0.9705882352941182,0.6764705882352944,
0.9926117647058814,0.9997882352941175,0.9999058823529418,0.9926329411764712,0.3822964705882352,
0.9999764705882352,0.9999764705882352,0.9999764705882352,0.9999764705882352,0.9999764705882352,0.9999764705882352,0.9999764705882354,0.9999764705882352,0.9999764705882352,0.9999764705882352,0.9999764705882352,0.9999529411764707,0.999924705882353,0.9999294117647062,0.9705694117647061,
0.9997294117647054,0.9960976470588239,0.9999529411764707,0.9999529411764707,0.9999529411764707,0.9999529411764707,0.9891717647058825,0.9997411764705881,0.8967717647058824,
0.994729411764706,0.991929411764706,0.9999764705882354,0.9838588235294118,0.9838588235294118,0.9838588235294118,0.9780000000000001,0.9984235294117648,0.9850588235294119,0.9780000000000001,0.9780000000000001,0.9780000000000001,0.9780000000000001,0.9780000000000001,0.984329411764706,0.9294117647058827,
0.9999717647058822,0.9970396470588235,0.9852329411764708,0.9780000000000001,0.9999529411764707,0.9926329411764707,0.9926329411764707,0.9999529411764707,0.9850776470588236,0.9337152941176472,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7352941176470589,
0.9999882352941176,0.9997964705882354,0.9997176470588236,0.9998823529411767,0.9957609411764704,0.993054117647059,0.9925364705882358,0.2205364705882354,
0.9999976470588235,0.9999976470588235,0.9999952941176471,0.9852941176470589,0.9852941176470589,0.9998117647058824,0.9850588235294119,0.9999764705882352,0.9780000000000001,0.9707764705882352,0.9824470588235295,0.9850823529411769,0.6176470588235295,
0.9998470588235291,0.9994470588235294,0.9848705882352942,0.9995529411764706,0.9774117647058825,0.9849411764705883,0.9997882352941176,0.9855529411764705,0.9851999999999999,0.9851764705882359,0.17647058823529413,
0.9966823529411762,0.9954235294117644,0.9999058823529414,0.9997411764705882,0.9926588235294118,0.9999764705882352,0.9988941176470587,0.9994823529411767,0.9823529411764711,0.2941176470588235,
